condition,source_instance,family,dimensions,component,off_mask,on_mask,utility_off,utility_on,utility_effect
scifact,scifact,retrieval,4,D,1110,1111,0.6246799376892718,0.6794501242916556,0.054770186602383863
seeds,seeds,clustering,4,A,0000,1000,0.710063757776045,0.5040864060579315,-0.2059773517181135
seeds,seeds,clustering,4,A,0001,1001,0.6949250270680577,0.5040864060579315,-0.19083862101012616
seeds,seeds,clustering,4,A,0010,1010,0.710063757776045,0.5040864060579315,-0.2059773517181135
seeds,seeds,clustering,4,A,0011,1011,0.6949250270680577,0.5040864060579315,-0.19083862101012616
seeds,seeds,clustering,4,A,0100,1100,0.7307315088111603,0.7407650572772738,0.010033548466113484
seeds,seeds,clustering,4,A,0101,1101,0.727864144698467,0.7390828631709524,0.011218718472485345
seeds,seeds,clustering,4,A,0110,1110,0.7307315088111603,0.7284035084117805,-0.0023280003993798593
seeds,seeds,clustering,4,A,0111,1111,0.7384069651104698,0.7193354017949463,-0.01907156331552351
seeds,seeds,clustering,4,B,0000,0100,0.710063757776045,0.7307315088111603,0.02066775103511531
seeds,seeds,clustering,4,B,0001,0101,0.6949250270680577,0.727864144698467,0.032939117630409354
seeds,seeds,clustering,4,B,0010,0110,0.710063757776045,0.7307315088111603,0.02066775103511531
seeds,seeds,clustering,4,B,0011,0111,0.6949250270680577,0.7384069651104698,0.04348193804241207
seeds,seeds,clustering,4,B,1000,1100,0.5040864060579315,0.7407650572772738,0.23667865121934228
seeds,seeds,clustering,4,B,1001,1101,0.5040864060579315,0.7390828631709524,0.23499645711302086
seeds,seeds,clustering,4,B,1010,1110,0.5040864060579315,0.7284035084117805,0.22431710235384894
seeds,seeds,clustering,4,B,1011,1111,0.5040864060579315,0.7193354017949463,0.21524899573701473
seeds,seeds,clustering,4,C,0000,0010,0.710063757776045,0.710063757776045,0.0
seeds,seeds,clustering,4,C,0001,0011,0.6949250270680577,0.6949250270680577,0.0
seeds,seeds,clustering,4,C,0100,0110,0.7307315088111603,0.7307315088111603,0.0
seeds,seeds,clustering,4,C,0101,0111,0.727864144698467,0.7384069651104698,0.010542820412002718
seeds,seeds,clustering,4,C,1000,1010,0.5040864060579315,0.5040864060579315,0.0
seeds,seeds,clustering,4,C,1001,1011,0.5040864060579315,0.5040864060579315,0.0
seeds,seeds,clustering,4,C,1100,1110,0.7407650572772738,0.7284035084117805,-0.012361548865493344
seeds,seeds,clustering,4,C,1101,1111,0.7390828631709524,0.7193354017949463,-0.019747461376006137
seeds,seeds,clustering,4,D,0000,0001,0.710063757776045,0.6949250270680577,-0.015138730707987325
seeds,seeds,clustering,4,D,0010,0011,0.710063757776045,0.6949250270680577,-0.015138730707987325
seeds,seeds,clustering,4,D,0100,0101,0.7307315088111603,0.727864144698467,-0.0028673641126932825
seeds,seeds,clustering,4,D,0110,0111,0.7307315088111603,0.7384069651104698,0.0076754562993094355
seeds,seeds,clustering,4,D,1000,1001,0.5040864060579315,0.5040864060579315,0.0
seeds,seeds,clustering,4,D,1010,1011,0.5040864060579315,0.5040864060579315,0.0
seeds,seeds,clustering,4,D,1100,1101,0.7407650572772738,0.7390828631709524,-0.0016821941063214219
seeds,seeds,clustering,4,D,1110,1111,0.7284035084117805,0.7193354017949463,-0.009068106616834215
spambase,spambase,classification,4,A,0000,1000,0.9193196086638067,0.9365255833420529,0.01720597467824625
spambase,spambase,classification,4,A,0001,1001,0.9073911792403474,0.9107094276446583,0.0033182484043109417
spambase,spambase,classification,4,A,0010,1010,0.9319634822643089,0.9372554148791462,0.005291932614837291
spambase,spambase,classification,4,A,0011,1011,0.9150936486345087,0.9216869833629799,0.006593334728471234
spambase,spambase,classification,4,A,0100,1100,0.9203136444490949,0.943819974887517,0.023506330438422096
spambase,spambase,classification,4,A,0101,1101,0.9113529350214502,0.9381775138641834,0.02682457884273315
spambase,spambase,classification,4,A,0110,1110,0.9309694464790206,0.9418894527571413,0.01092000627812073
spambase,spambase,classification,4,A,0111,1111,0.921365229674584,0.9408810296118029,0.01951579993721886
spambase,spambase,classification,4,B,0000,0100,0.9193196086638067,0.9203136444490949,0.0009940357852882276
spambase,spambase,classification,4,B,0001,0101,0.9073911792403474,0.9113529350214502,0.003961755781102805
spambase,spambase,classification,4,B,0010,0110,0.9319634822643089,0.9309694464790206,-0.0009940357852883386
spambase,spambase,classification,4,B,0011,0111,0.9150936486345087,0.921365229674584,0.0062715810400753025
spambase,spambase,classification,4,B,1000,1100,0.9365255833420529,0.943819974887517,0.007294391545464074
spambase,spambase,classification,4,B,1001,1101,0.9107094276446583,0.9381775138641834,0.027468086219525012
spambase,spambase,classification,4,B,1010,1110,0.9372554148791462,0.9418894527571413,0.004634037877995101
spambase,spambase,classification,4,B,1011,1111,0.9216869833629799,0.9408810296118029,0.019194046248822927
spambase,spambase,classification,4,C,0000,0010,0.9193196086638067,0.9319634822643089,0.012643873600502231
spambase,spambase,classification,4,C,0001,0011,0.9073911792403474,0.9150936486345087,0.007702469394161304
spambase,spambase,classification,4,C,0100,0110,0.9203136444490949,0.9309694464790206,0.010655802029925665
spambase,spambase,classification,4,C,0101,0111,0.9113529350214502,0.921365229674584,0.010012294653133802
spambase,spambase,classification,4,C,1000,1010,0.9365255833420529,0.9372554148791462,0.0007298315370932729
spambase,spambase,classification,4,C,1001,1011,0.9107094276446583,0.9216869833629799,0.010977555718321597
spambase,spambase,classification,4,C,1100,1110,0.943819974887517,0.9418894527571413,-0.0019305221303757003
spambase,spambase,classification,4,C,1101,1111,0.9381775138641834,0.9408810296118029,0.0027035157476195115
spambase,spambase,classification,4,D,0000,0001,0.9193196086638067,0.9073911792403474,-0.011928429423459286
spambase,spambase,classification,4,D,0010,0011,0.9319634822643089,0.9150936486345087,-0.016869833629800213
spambase,spambase,classification,4,D,0100,0101,0.9203136444490949,0.9113529350214502,-0.008960709427644709
spambase,spambase,classification,4,D,0110,0111,0.9309694464790206,0.921365229674584,-0.009604216804436572
spambase,spambase,classification,4,D,1000,1001,0.9365255833420529,0.9107094276446583,-0.025816155697394594
spambase,spambase,classification,4,D,1010,1011,0.9372554148791462,0.9216869833629799,-0.01556843151616627
spambase,spambase,classification,4,D,1100,1101,0.943819974887517,0.9381775138641834,-0.005642461023333656
spambase,spambase,classification,4,D,1110,1111,0.9418894527571413,0.9408810296118029,-0.001008423145338444
sunspots,sunspots,forecasting,4,A,0000,1000,0.6780682464537363,0.6789889665736186,0.0009207201198823123
sunspots,sunspots,forecasting,4,A,0001,1001,0.6750676323750054,0.6759867821628556,0.0009191497878501265
sunspots,sunspots,forecasting,4,A,0010,1010,0.6609402541783468,0.6545538001375085,-0.006386454040838263
sunspots,sunspots,forecasting,4,A,0011,1011,0.6542479823676227,0.6479918348713326,-0.00625614749629011
sunspots,sunspots,forecasting,4,A,0100,1100,0.7812193550390497,0.7788160034487467,-0.0024033515903030267
sunspots,sunspots,forecasting,4,A,0101,1101,0.7865730188091018,0.7824621483447425,-0.0041108704643593175
sunspots,sunspots,forecasting,4,A,0110,1110,0.8073853562282595,0.791716440939239,-0.01566891528902048
sunspots,sunspots,forecasting,4,A,0111,1111,0.7878651540316957,0.7695839172218543,-0.018281236809841395
sunspots,sunspots,forecasting,4,B,0000,0100,0.6780682464537363,0.7812193550390497,0.1031511085853134
sunspots,sunspots,forecasting,4,B,0001,0101,0.6750676323750054,0.7865730188091018,0.11150538643409635
sunspots,sunspots,forecasting,4,B,0010,0110,0.6609402541783468,0.8073853562282595,0.14644510204991268
sunspots,sunspots,forecasting,4,B,0011,0111,0.6542479823676227,0.7878651540316957,0.13361717166407294
sunspots,sunspots,forecasting,4,B,1000,1100,0.6789889665736186,0.7788160034487467,0.09982703687512806
sunspots,sunspots,forecasting,4,B,1001,1101,0.6759867821628556,0.7824621483447425,0.10647536618188691
sunspots,sunspots,forecasting,4,B,1010,1110,0.6545538001375085,0.791716440939239,0.13716264080173046
sunspots,sunspots,forecasting,4,B,1011,1111,0.6479918348713326,0.7695839172218543,0.12159208235052166
sunspots,sunspots,forecasting,4,C,0000,0010,0.6780682464537363,0.6609402541783468,-0.017127992275389525
sunspots,sunspots,forecasting,4,C,0001,0011,0.6750676323750054,0.6542479823676227,-0.02081965000738273
sunspots,sunspots,forecasting,4,C,0100,0110,0.7812193550390497,0.8073853562282595,0.026166001189209753
sunspots,sunspots,forecasting,4,C,0101,0111,0.7865730188091018,0.7878651540316957,0.0012921352225938598
sunspots,sunspots,forecasting,4,C,1000,1010,0.6789889665736186,0.6545538001375085,-0.0244351664361101
sunspots,sunspots,forecasting,4,C,1001,1011,0.6759867821628556,0.6479918348713326,-0.027994947291522965
sunspots,sunspots,forecasting,4,C,1100,1110,0.7788160034487467,0.791716440939239,0.0129004374904923
sunspots,sunspots,forecasting,4,C,1101,1111,0.7824621483447425,0.7695839172218543,-0.012878231122888217
sunspots,sunspots,forecasting,4,D,0000,0001,0.6780682464537363,0.6750676323750054,-0.0030006140787308677
sunspots,sunspots,forecasting,4,D,0010,0011,0.6609402541783468,0.6542479823676227,-0.006692271810724071
sunspots,sunspots,forecasting,4,D,0100,0101,0.7812193550390497,0.7865730188091018,0.005353663770052086
sunspots,sunspots,forecasting,4,D,0110,0111,0.8073853562282595,0.7878651540316957,-0.019520202196563807
sunspots,sunspots,forecasting,4,D,1000,1001,0.6789889665736186,0.6759867821628556,-0.0030021844107630535
sunspots,sunspots,forecasting,4,D,1010,1011,0.6545538001375085,0.6479918348713326,-0.006561965266175918
sunspots,sunspots,forecasting,4,D,1100,1101,0.7788160034487467,0.7824621483447425,0.0036461448959957954
sunspots,sunspots,forecasting,4,D,1110,1111,0.791716440939239,0.7695839172218543,-0.022132523717384722
wine,wine,clustering,4,A,0000,1000,0.42875685976453537,0.843410029759392,0.4146531699948567
wine,wine,clustering,4,A,0001,1001,0.42875685976453537,0.8506569957163777,0.4219001359518423
wine,wine,clustering,4,A,0010,1010,0.42875685976453537,0.8506569957163777,0.4219001359518423
wine,wine,clustering,4,A,0011,1011,0.42875685976453537,0.8506569957163777,0.4219001359518423
wine,wine,clustering,4,A,0100,1100,0.8925851652969188,0.8335668799331365,-0.059018285363782286
wine,wine,clustering,4,A,0101,1101,0.8758935341223069,0.8925851652969188,0.01669163117461192
wine,wine,clustering,4,A,0110,1110,0.8925851652969188,0.8781585673455438,-0.01442659795137502
wine,wine,clustering,4,A,0111,1111,0.8758935341223069,0.8466098147676714,-0.029283719354635473
wine,wine,clustering,4,B,0000,0100,0.42875685976453537,0.8925851652969188,0.4638283055323834
wine,wine,clustering,4,B,0001,0101,0.42875685976453537,0.8758935341223069,0.4471366743577715
wine,wine,clustering,4,B,0010,0110,0.42875685976453537,0.8925851652969188,0.4638283055323834
wine,wine,clustering,4,B,0011,0111,0.42875685976453537,0.8758935341223069,0.4471366743577715
wine,wine,clustering,4,B,1000,1100,0.843410029759392,0.8335668799331365,-0.00984314982625556
wine,wine,clustering,4,B,1001,1101,0.8506569957163777,0.8925851652969188,0.04192816958054113
wine,wine,clustering,4,B,1010,1110,0.8506569957163777,0.8781585673455438,0.02750157162916611
wine,wine,clustering,4,B,1011,1111,0.8506569957163777,0.8466098147676714,-0.004047180948706264
wine,wine,clustering,4,C,0000,0010,0.42875685976453537,0.42875685976453537,0.0
wine,wine,clustering,4,C,0001,0011,0.42875685976453537,0.42875685976453537,0.0
wine,wine,clustering,4,C,0100,0110,0.8925851652969188,0.8925851652969188,0.0
wine,wine,clustering,4,C,0101,0111,0.8758935341223069,0.8758935341223069,0.0
wine,wine,clustering,4,C,1000,1010,0.843410029759392,0.8506569957163777,0.007246965956985596
wine,wine,clustering,4,C,1001,1011,0.8506569957163777,0.8506569957163777,0.0
wine,wine,clustering,4,C,1100,1110,0.8335668799331365,0.8781585673455438,0.044591687412407266
wine,wine,clustering,4,C,1101,1111,0.8925851652969188,0.8466098147676714,-0.045975350529247394
wine,wine,clustering,4,D,0000,0001,0.42875685976453537,0.42875685976453537,0.0
wine,wine,clustering,4,D,0010,0011,0.42875685976453537,0.42875685976453537,0.0
wine,wine,clustering,4,D,0100,0101,0.8925851652969188,0.8758935341223069,-0.01669163117461192
wine,wine,clustering,4,D,0110,0111,0.8925851652969188,0.8758935341223069,-0.01669163117461192
wine,wine,clustering,4,D,1000,1001,0.843410029759392,0.8506569957163777,0.007246965956985596
wine,wine,clustering,4,D,1010,1011,0.8506569957163777,0.8506569957163777,0.0
wine,wine,clustering,4,D,1100,1101,0.8335668799331365,0.8925851652969188,0.059018285363782286
wine,wine,clustering,4,D,1110,1111,0.8781585673455438,0.8466098147676714,-0.031548752577872374
yacht,yacht,regression,4,A,0000,1000,0.6237071542720739,0.6646381011498231,0.04093094687774923
yacht,yacht,regression,4,A,0001,1001,0.5311665690665313,0.5552457804333163,0.024079211366785036
yacht,yacht,regression,4,A,0010,1010,0.619796558572199,0.8030836192348151,0.18328706066261613
yacht,yacht,regression,4,A,0011,1011,0.6211246681391436,0.762041511128517,0.14091684298937346
yacht,yacht,regression,4,A,0100,1100,0.6162860970093433,0.8002902327396718,0.18400413573032848
yacht,yacht,regression,4,A,0101,1101,0.6197379766269202,0.7795105280890876,0.1597725514621674
yacht,yacht,regression,4,A,0110,1110,0.7577767461338685,0.9158654021240814,0.15808865599021293
yacht,yacht,regression,4,A,0111,1111,0.7614214375460573,0.8978786434496997,0.1364572059036424
yacht,yacht,regression,4,B,0000,0100,0.6237071542720739,0.6162860970093433,-0.007421057262730568
yacht,yacht,regression,4,B,0001,0101,0.5311665690665313,0.6197379766269202,0.08857140756038895
yacht,yacht,regression,4,B,0010,0110,0.619796558572199,0.7577767461338685,0.13798018756166952
yacht,yacht,regression,4,B,0011,0111,0.6211246681391436,0.7614214375460573,0.1402967694069137
yacht,yacht,regression,4,B,1000,1100,0.6646381011498231,0.8002902327396718,0.13565213158984868
yacht,yacht,regression,4,B,1001,1101,0.5552457804333163,0.7795105280890876,0.2242647476557713
yacht,yacht,regression,4,B,1010,1110,0.8030836192348151,0.9158654021240814,0.11278178288926632
yacht,yacht,regression,4,B,1011,1111,0.762041511128517,0.8978786434496997,0.13583713232118266
yacht,yacht,regression,4,C,0000,0010,0.6237071542720739,0.619796558572199,-0.0039105956998749525
yacht,yacht,regression,4,C,0001,0011,0.5311665690665313,0.6211246681391436,0.08995809907261232
yacht,yacht,regression,4,C,0100,0110,0.6162860970093433,0.7577767461338685,0.14149064912452514
yacht,yacht,regression,4,C,0101,0111,0.6197379766269202,0.7614214375460573,0.14168346091913708
yacht,yacht,regression,4,C,1000,1010,0.6646381011498231,0.8030836192348151,0.13844551808499195
yacht,yacht,regression,4,C,1001,1011,0.5552457804333163,0.762041511128517,0.20679573069520074
yacht,yacht,regression,4,C,1100,1110,0.8002902327396718,0.9158654021240814,0.11557516938440959
yacht,yacht,regression,4,C,1101,1111,0.7795105280890876,0.8978786434496997,0.11836811536061209
yacht,yacht,regression,4,D,0000,0001,0.6237071542720739,0.5311665690665313,-0.09254058520554265
yacht,yacht,regression,4,D,0010,0011,0.619796558572199,0.6211246681391436,0.0013281095669446241
yacht,yacht,regression,4,D,0100,0101,0.6162860970093433,0.6197379766269202,0.0034518796175768696
yacht,yacht,regression,4,D,0110,0111,0.7577767461338685,0.7614214375460573,0.0036446914121888163
yacht,yacht,regression,4,D,1000,1001,0.6646381011498231,0.5552457804333163,-0.10939232071650684
yacht,yacht,regression,4,D,1010,1011,0.8030836192348151,0.762041511128517,-0.04104210810629805
yacht,yacht,regression,4,D,1100,1101,0.8002902327396718,0.7795105280890876,-0.020779704650584208
yacht,yacht,regression,4,D,1110,1111,0.9158654021240814,0.8978786434496997,-0.01798675867438171
spambase__d6,spambase,classification,6,A,000000,100000,0.9193196086638067,0.9365255833420529,0.01720597467824625
spambase__d6,spambase,classification,6,A,000001,100001,0.6649615465104113,0.9272718949461127,0.26231034843570145
spambase__d6,spambase,classification,6,A,000010,100010,0.9014701266087685,0.9249476823270901,0.023477555718321663
spambase__d6,spambase,classification,6,A,000011,100011,0.663967510725123,0.9117178507899968,0.24775034006487384
spambase__d6,spambase,classification,6,A,000100,100100,0.9073911792403474,0.9107094276446583,0.0033182484043109417
spambase__d6,spambase,classification,6,A,000101,100101,0.6649615465104113,0.9074055666003976,0.24244402008998633
spambase__d6,spambase,classification,6,A,000110,100110,0.8862522235010987,0.9054031076697708,0.019150884168672166
spambase__d6,spambase,classification,6,A,000111,100111,0.663967510725123,0.9001111750549335,0.2361436643298106
spambase__d6,spambase,classification,6,A,001000,101000,0.9319634822643089,0.9372554148791462,0.005291932614837291
spambase__d6,spambase,classification,6,A,001001,101001,0.6791657947054515,0.9270076906979177,0.2478418959924662
spambase__d6,spambase,classification,6,A,001010,101010,0.9094799623312755,0.9289813749084441,0.019501412577168642
spambase__d6,spambase,classification,6,A,001011,101011,0.6791657947054515,0.9243617243904991,0.24519592968504766
spambase__d6,spambase,classification,6,A,001100,101100,0.9150936486345087,0.9216869833629799,0.006593334728471234
spambase__d6,spambase,classification,6,A,001101,101101,0.6791657947054515,0.9183831223187193,0.23921732761326786
spambase__d6,spambase,classification,6,A,001110,101110,0.8949487286805482,0.9157515433713508,0.020802814690802585
spambase__d6,spambase,classification,6,A,001111,101111,0.6791657947054515,0.9068196086638066,0.22765381395835516
spambase__d6,spambase,classification,6,A,010000,110000,0.9203136444490949,0.943819974887517,0.023506330438422096
spambase__d6,spambase,classification,6,A,010001,110001,0.9179894318300722,0.9385280422726797,0.02053861044260752
spambase__d6,spambase,classification,6,A,010010,110010,0.9050957413414251,0.9295961075651356,0.024500366223710435
spambase__d6,spambase,classification,6,A,010011,110011,0.9007978445118761,0.9299034738934813,0.029105629381605214
spambase__d6,spambase,classification,6,A,010100,110100,0.9113529350214502,0.9381775138641834,0.02682457884273315
spambase__d6,spambase,classification,6,A,010101,110101,0.9113529350214502,0.9342013707230303,0.022848435701580128
spambase__d6,spambase,classification,6,A,010110,110110,0.8967929266506225,0.9239392591817517,0.02714633253112919
spambase__d6,spambase,classification,6,A,010111,110111,0.8954771371769383,0.9209571518258868,0.025480014648948446
spambase__d6,spambase,classification,6,A,011000,111000,0.9309694464790206,0.9418894527571413,0.01092000627812073
spambase__d6,spambase,classification,6,A,011001,111001,0.9289957622684943,0.9375915559275924,0.008595793659098017
spambase__d6,spambase,classification,6,A,011010,111010,0.9127838233755363,0.9316273412158627,0.01884351784032634
spambase__d6,spambase,classification,6,A,011011,111011,0.9094799623312755,0.9332648843779429,0.02378492204666738
spambase__d6,spambase,classification,6,A,011100,111100,0.921365229674584,0.9408810296118029,0.01951579993721886
spambase__d6,spambase,classification,6,A,011101,111101,0.9200350528408496,0.9392147117296222,0.0191796588887726
spambase__d6,spambase,classification,6,A,011110,111110,0.9044953960447839,0.9322708485926545,0.027775452547870616
spambase__d6,spambase,classification,6,A,011111,111111,0.9038375013079418,0.9299466359736319,0.026109134665690092
spambase__d6,spambase,classification,6,B,000000,010000,0.9193196086638067,0.9203136444490949,0.0009940357852882276
spambase__d6,spambase,classification,6,B,000001,010001,0.6649615465104113,0.9179894318300722,0.2530278853196609
spambase__d6,spambase,classification,6,B,000010,010010,0.9014701266087685,0.9050957413414251,0.003625614732656657
spambase__d6,spambase,classification,6,B,000011,010011,0.663967510725123,0.9007978445118761,0.2368303337867531
spambase__d6,spambase,classification,6,B,000100,010100,0.9073911792403474,0.9113529350214502,0.003961755781102805
spambase__d6,spambase,classification,6,B,000101,010101,0.6649615465104113,0.9113529350214502,0.24639138851103892
spambase__d6,spambase,classification,6,B,000110,010110,0.8862522235010987,0.8967929266506225,0.010540703149523822
spambase__d6,spambase,classification,6,B,000111,010111,0.663967510725123,0.8954771371769383,0.2315096264518154
spambase__d6,spambase,classification,6,B,001000,011000,0.9319634822643089,0.9309694464790206,-0.0009940357852883386
spambase__d6,spambase,classification,6,B,001001,011001,0.6791657947054515,0.9289957622684943,0.24982996756304288
spambase__d6,spambase,classification,6,B,001010,011010,0.9094799623312755,0.9127838233755363,0.0033038610442608363
spambase__d6,spambase,classification,6,B,001011,011011,0.6791657947054515,0.9094799623312755,0.23031416762582402
spambase__d6,spambase,classification,6,B,001100,011100,0.9150936486345087,0.921365229674584,0.0062715810400753025
spambase__d6,spambase,classification,6,B,001101,011101,0.6791657947054515,0.9200350528408496,0.24086925813539817
spambase__d6,spambase,classification,6,B,001110,011110,0.8949487286805482,0.9044953960447839,0.009546667364235706
spambase__d6,spambase,classification,6,B,001111,011111,0.6791657947054515,0.9038375013079418,0.22467170660249036
spambase__d6,spambase,classification,6,B,100000,110000,0.9365255833420529,0.943819974887517,0.007294391545464074
spambase__d6,spambase,classification,6,B,100001,110001,0.9272718949461127,0.9385280422726797,0.01125614732656699
spambase__d6,spambase,classification,6,B,100010,110010,0.9249476823270901,0.9295961075651356,0.004648425238045428
spambase__d6,spambase,classification,6,B,100011,110011,0.9117178507899968,0.9299034738934813,0.018185623103484483
spambase__d6,spambase,classification,6,B,100100,110100,0.9107094276446583,0.9381775138641834,0.027468086219525012
spambase__d6,spambase,classification,6,B,100101,110101,0.9074055666003976,0.9342013707230303,0.026795804122632716
spambase__d6,spambase,classification,6,B,100110,110110,0.9054031076697708,0.9239392591817517,0.018536151511980847
spambase__d6,spambase,classification,6,B,100111,110111,0.9001111750549335,0.9209571518258868,0.020845976770953234
spambase__d6,spambase,classification,6,B,101000,111000,0.9372554148791462,0.9418894527571413,0.004634037877995101
spambase__d6,spambase,classification,6,B,101001,111001,0.9270076906979177,0.9375915559275924,0.010583865229674694
spambase__d6,spambase,classification,6,B,101010,111010,0.9289813749084441,0.9316273412158627,0.0026459663074185347
spambase__d6,spambase,classification,6,B,101011,111011,0.9243617243904991,0.9332648843779429,0.008903159987443732
spambase__d6,spambase,classification,6,B,101100,111100,0.9216869833629799,0.9408810296118029,0.019194046248822927
spambase__d6,spambase,classification,6,B,101101,111101,0.9183831223187193,0.9392147117296222,0.020831589410902907
spambase__d6,spambase,classification,6,B,101110,111110,0.9157515433713508,0.9322708485926545,0.016519305221303737
spambase__d6,spambase,classification,6,B,101111,111111,0.9068196086638066,0.9299466359736319,0.0231270273098253
spambase__d6,spambase,classification,6,C,000000,001000,0.9193196086638067,0.9319634822643089,0.012643873600502231
spambase__d6,spambase,classification,6,C,000001,001001,0.6649615465104113,0.6791657947054515,0.014204248195040181
spambase__d6,spambase,classification,6,C,000010,001010,0.9014701266087685,0.9094799623312755,0.00800983572250702
spambase__d6,spambase,classification,6,C,000011,001011,0.663967510725123,0.6791657947054515,0.01519828398032852
spambase__d6,spambase,classification,6,C,000100,001100,0.9073911792403474,0.9150936486345087,0.007702469394161304
spambase__d6,spambase,classification,6,C,000101,001101,0.6649615465104113,0.6791657947054515,0.014204248195040181
spambase__d6,spambase,classification,6,C,000110,001110,0.8862522235010987,0.8949487286805482,0.008696505179449532
spambase__d6,spambase,classification,6,C,000111,001111,0.663967510725123,0.6791657947054515,0.01519828398032852
spambase__d6,spambase,classification,6,C,010000,011000,0.9203136444490949,0.9309694464790206,0.010655802029925665
spambase__d6,spambase,classification,6,C,010001,011001,0.9179894318300722,0.9289957622684943,0.01100633043842214
spambase__d6,spambase,classification,6,C,010010,011010,0.9050957413414251,0.9127838233755363,0.007688082034111199
spambase__d6,spambase,classification,6,C,010011,011011,0.9007978445118761,0.9094799623312755,0.008682117819399426
spambase__d6,spambase,classification,6,C,010100,011100,0.9113529350214502,0.921365229674584,0.010012294653133802
spambase__d6,spambase,classification,6,C,010101,011101,0.9113529350214502,0.9200350528408496,0.008682117819399426
spambase__d6,spambase,classification,6,C,010110,011110,0.8967929266506225,0.9044953960447839,0.007702469394161415
spambase__d6,spambase,classification,6,C,010111,011111,0.8954771371769383,0.9038375013079418,0.008360364131003495
spambase__d6,spambase,classification,6,C,100000,101000,0.9365255833420529,0.9372554148791462,0.0007298315370932729
spambase__d6,spambase,classification,6,C,100001,101001,0.9272718949461127,0.9270076906979177,-0.0002642042481950657
spambase__d6,spambase,classification,6,C,100010,101010,0.9249476823270901,0.9289813749084441,0.004033692581353998
spambase__d6,spambase,classification,6,C,100011,101011,0.9117178507899968,0.9243617243904991,0.012643873600502342
spambase__d6,spambase,classification,6,C,100100,101100,0.9107094276446583,0.9216869833629799,0.010977555718321597
spambase__d6,spambase,classification,6,C,100101,101101,0.9074055666003976,0.9183831223187193,0.010977555718321708
spambase__d6,spambase,classification,6,C,100110,101110,0.9054031076697708,0.9157515433713508,0.01034843570157995
spambase__d6,spambase,classification,6,C,100111,101111,0.9001111750549335,0.9068196086638066,0.006708433608873077
spambase__d6,spambase,classification,6,C,110000,111000,0.943819974887517,0.9418894527571413,-0.0019305221303757003
spambase__d6,spambase,classification,6,C,110001,111001,0.9385280422726797,0.9375915559275924,-0.0009364863450873617
spambase__d6,spambase,classification,6,C,110010,111010,0.9295961075651356,0.9316273412158627,0.0020312336507271045
spambase__d6,spambase,classification,6,C,110011,111011,0.9299034738934813,0.9332648843779429,0.003361410484461591
spambase__d6,spambase,classification,6,C,110100,111100,0.9381775138641834,0.9408810296118029,0.0027035157476195115
spambase__d6,spambase,classification,6,C,110101,111101,0.9342013707230303,0.9392147117296222,0.005013341006591898
spambase__d6,spambase,classification,6,C,110110,111110,0.9239392591817517,0.9322708485926545,0.00833158941090284
spambase__d6,spambase,classification,6,C,110111,111111,0.9209571518258868,0.9299466359736319,0.008989484147745141
spambase__d6,spambase,classification,6,D,000000,000100,0.9193196086638067,0.9073911792403474,-0.011928429423459286
spambase__d6,spambase,classification,6,D,000001,000101,0.6649615465104113,0.6649615465104113,0.0
spambase__d6,spambase,classification,6,D,000010,000110,0.9014701266087685,0.8862522235010987,-0.015217903107669795
spambase__d6,spambase,classification,6,D,000011,000111,0.663967510725123,0.663967510725123,0.0
spambase__d6,spambase,classification,6,D,001000,001100,0.9319634822643089,0.9150936486345087,-0.016869833629800213
spambase__d6,spambase,classification,6,D,001001,001101,0.6791657947054515,0.6791657947054515,0.0
spambase__d6,spambase,classification,6,D,001010,001110,0.9094799623312755,0.8949487286805482,-0.014531233650727282
spambase__d6,spambase,classification,6,D,001011,001111,0.6791657947054515,0.6791657947054515,0.0
spambase__d6,spambase,classification,6,D,010000,010100,0.9203136444490949,0.9113529350214502,-0.008960709427644709
spambase__d6,spambase,classification,6,D,010001,010101,0.9179894318300722,0.9113529350214502,-0.006636496808621994
spambase__d6,spambase,classification,6,D,010010,010110,0.9050957413414251,0.8967929266506225,-0.008302814690802629
spambase__d6,spambase,classification,6,D,010011,010111,0.9007978445118761,0.8954771371769383,-0.005320707334937724
spambase__d6,spambase,classification,6,D,011000,011100,0.9309694464790206,0.921365229674584,-0.009604216804436572
spambase__d6,spambase,classification,6,D,011001,011101,0.9289957622684943,0.9200350528408496,-0.008960709427644709
spambase__d6,spambase,classification,6,D,011010,011110,0.9127838233755363,0.9044953960447839,-0.008288427330752413
spambase__d6,spambase,classification,6,D,011011,011111,0.9094799623312755,0.9038375013079418,-0.005642461023333656
spambase__d6,spambase,classification,6,D,100000,100100,0.9365255833420529,0.9107094276446583,-0.025816155697394594
spambase__d6,spambase,classification,6,D,100001,100101,0.9272718949461127,0.9074055666003976,-0.019866328345715112
spambase__d6,spambase,classification,6,D,100010,100110,0.9249476823270901,0.9054031076697708,-0.01954457465731929
spambase__d6,spambase,classification,6,D,100011,100111,0.9117178507899968,0.9001111750549335,-0.011606675735063243
spambase__d6,spambase,classification,6,D,101000,101100,0.9372554148791462,0.9216869833629799,-0.01556843151616627
spambase__d6,spambase,classification,6,D,101001,101101,0.9270076906979177,0.9183831223187193,-0.008624568379198339
spambase__d6,spambase,classification,6,D,101010,101110,0.9289813749084441,0.9157515433713508,-0.01322983153709334
spambase__d6,spambase,classification,6,D,101011,101111,0.9243617243904991,0.9068196086638066,-0.01754211572669251
